Detection_ID,Observation_ID,Distance,Detection
20210520095609-938545167.446136,20210520095559-257267653.942108,2,4
20210520100107-596094548.70224,20210520095649-783995270.729065,36,1
20210520100109-832730174.064636,20210520095649-783995270.729065,28,1
20210520100112-18758356.5711975,20210520095649-783995270.729065,16,1
20210520100114-210368633.270264,20210520095649-783995270.729065,26,1
20210520100130-331694424.152374,20210520100118-73953330.5168152,50,1
20210520100132-128249883.651733,20210520100118-73953330.5168152,41,1
20210520100133-241219.997406006,20210520100118-73953330.5168152,62,1
20210520100152-536794066.429138,20210520100118-73953330.5168152,30,1
20210520100208-827411830.425262,20210520100154-657054960.727692,22,1
20210520100209-81893563.2705688,20210520100154-657054960.727692,19,1
20210520100215-454207837.581635,20210520100211-191922485.8284,48,1
20210520100455-401842057.704926,20210520100327-530212521.55304,48,1
20210520100456-461874365.80658,20210520100327-530212521.55304,39,1
20210520100457-492165625.095367,20210520100327-530212521.55304,28,1
20210520100458-207627296.447754,20210520100327-530212521.55304,44,4
20210520100500-329735934.734344,20210520100327-530212521.55304,51,2
20210520100502-95429062.8433228,20210520100327-530212521.55304,58,4
20210520100503-589792549.610138,20210520100327-530212521.55304,61,2
20210520100510-97929835.319519,20210520100505-169873476.028442,29,1
20210520100511-443862497.806549,20210520100505-169873476.028442,36,1
20210520100512-272946834.564209,20210520100505-169873476.028442,53,1
20210520100521-272942364.215851,20210520100515-872546851.634979,56,1
20210520100635-235282242.298126,20210520100602-322717666.625977,22,1
20210520100636-480474710.464478,20210520100602-322717666.625977,28,2
20210520100638-254601895.809174,20210520100602-322717666.625977,28,2
20210520100639-340606570.243835,20210520100602-322717666.625977,16,2
20210520100640-44933855.5335999,20210520100602-322717666.625977,16,4
20210520100644-482428073.883057,20210520100602-322717666.625977,10,2
20210520100645-206017196.178436,20210520100602-322717666.625977,10,2
20210520100653-754908323.287964,20210520100648-864534497.261047,18,2
20210520100654-927883088.588715,20210520100648-864534497.261047,22,1
20210520100655-331016898.155212,20210520100648-864534497.261047,28,1
20210520100703-634371936.321259,20210520100659-542941153.049469,56,1
20210520100705-410036683.082581,20210520100659-542941153.049469,110,1
20210520100707-960422813.892365,20210520100659-542941153.049469,60,1
20210520100708-114623308.181763,20210520100659-542941153.049469,46,1
20210520100709-923445165.157318,20210520100659-542941153.049469,69,1
20210520100717-149245738.983154,20210520100712-620209574.699402,62,1
20210520100930-538246333.599091,20210520100820-28885781.7649841,44,1
20210520100931-406421303.749084,20210520100820-28885781.7649841,51,1
20210520100933-847245514.392853,20210520100820-28885781.7649841,50,1
20210520100934-826225519.180298,20210520100820-28885781.7649841,57,1
20210520100935-672427594.661713,20210520100820-28885781.7649841,48,1
20210520100942-339806079.864502,20210520100939-721895098.686218,69,1
20210520100944-495211303.2341,20210520100939-721895098.686218,56,1
20210520100946-412967801.094055,20210520100939-721895098.686218,36,1
20210520100947-695281803.607941,20210520100939-721895098.686218,6,2
20210520100948-179089307.785034,20210520100939-721895098.686218,6,2
20210520100956-814663946.628571,20210520100951-422918260.097504,29,1
20210520100957-540913581.848145,20210520100951-422918260.097504,11,2
20210520100958-427533328.533173,20210520100951-422918260.097504,11,2
20210520101437-302497565.746307,20210520101403-680819392.204285,22,1
20210520101438-292866826.057434,20210520101403-680819392.204285,30,1
20210520101440-150311291.217804,20210520101403-680819392.204285,12,1
20210520101440-529821157.455444,20210520101403-680819392.204285,15,2
20210520101442-223261773.586273,20210520101403-680819392.204285,10,2
20210520101453-875974655.151367,20210520101446-584529280.662537,29,1
20210520101454-478014171.123505,20210520101446-584529280.662537,48,1
20210520101455-190633416.175842,20210520101446-584529280.662537,31,1
20210520101457-684062302.112579,20210520101446-584529280.662537,56,1
20210520101503-782138705.253601,20210520101459-747415781.021118,48,1
20210520101509-161743700.504303,20210520101459-747415781.021118,69,1
20210520101513-807779788.970947,20210520101459-747415781.021118,39,4
20210520101515-202618300.914764,20210520101459-747415781.021118,12,2
20210520101516-956762433.052063,20210520101459-747415781.021118,36,1
20210520101518-65851032.7339172,20210520101459-747415781.021118,52,2
20210520101519-61522245.4071045,20210520101459-747415781.021118,52,2
20210520101520-793197572.231293,20210520101459-747415781.021118,10,2
20210520101522-379604697.227478,20210520101459-747415781.021118,15,2
20210520101524-463584005.832672,20210520101459-747415781.021118,21,2
20210520101533-173773407.936096,20210520101528-119544029.23584,68,1
20210520101534-48118889.3318176,20210520101528-119544029.23584,57,1
20210520101639-398932278.156281,20210520101602-468005657.196045,30,4
20210520101641-903098821.640015,20210520101602-468005657.196045,36,2
20210520101642-746006906.032562,20210520101602-468005657.196045,46,1
20210520101644-88559508.3236694,20210520101602-468005657.196045,29,1
20210520101645-634571135.044098,20210520101602-468005657.196045,62,2
20210520101648-713027954.101563,20210520101602-468005657.196045,62,2
20210520101650-15682399.2729187,20210520101602-468005657.196045,62,2
20210520101651-431144356.7276,20210520101602-468005657.196045,62,2
20210520101652-401982605.457306,20210520101602-468005657.196045,62,2
20210520101653-275295495.986938,20210520101602-468005657.196045,62,2
20210520101654-985373914.241791,20210520101602-468005657.196045,62,2
20210520101655-802587389.945984,20210520101602-468005657.196045,23,2
20210520101714-734488189.220428,20210520101707-696100771.427155,14,2
20210520101716-277168393.135071,20210520101707-696100771.427155,26,1
20210520101729-944971024.990082,20210520101723-356586277.484894,62,1
20210520101730-121549963.951111,20210520101723-356586277.484894,56,1
20210520101731-645951330.661774,20210520101723-356586277.484894,50,1
20210520101741-185402512.550354,20210520101736-347832679.748535,152,1
20210520101750-959270894.527435,20210520101744-77684700.4890442,1,2
20210520101930-517255842.685699,20210520101856-281503438.949585,12,1
20210520101931-965364456.176758,20210520101856-281503438.949585,13,1
20210520101937-657256424.427032,20210520101933-557501018.047333,63,1
20210520101939-441114664.077759,20210520101933-557501018.047333,70,1
20210520101945-756092607.975006,20210520101941-692994534.96933,39,1
20210520101947-700514316.558838,20210520101941-692994534.96933,69,1
20210520101948-497070968.151093,20210520101941-692994534.96933,56,1
20210520101949-155435681.343079,20210520101941-692994534.96933,48,1
20210520131759-760723590.85083,20210520131720-301948010.921478,1,2
20210520131801-814490020.275116,20210520131720-301948010.921478,19,1
20210520131802-709037899.971008,20210520131720-301948010.921478,4,2
20210520131803-45352756.9770813,20210520131720-301948010.921478,3,2
20210520131813-790480017.662048,20210520131808-414032697.677612,52,1
20210520131815-373536169.528961,20210520131808-414032697.677612,57,1
20210520131822-56236863.1362915,20210520131817-961953163.146973,43,1
20210520131823-949556648.731232,20210520131817-961953163.146973,61,1
20210520131824-364018678.665161,20210520131817-961953163.146973,57,1
20210520131833-53504526.6151428,20210520131827-524868428.707123,21,4
20210520131835-592458248.138428,20210520131827-524868428.707123,25,2
20210520131842-622696697.711945,20210520131837-468700110.912323,13,2
20210520131843-647821187.973022,20210520131837-468700110.912323,15,2
20210520131844-263792932.033539,20210520131837-468700110.912323,17,2
20210520131854-824602127.075195,20210520131849-279342055.32074,71,1
20210520131910-910964310.16922,20210520131857-589163005.35202,56,9
20210520132039-676175892.353058,20210520132003-533873081.207275,59,1
20210520132040-15703916.5496826,20210520132003-533873081.207275,41,1
20210520132041-575183808.803558,20210520132003-533873081.207275,76,1
20210520132050-798884391.784668,20210520132045-100052237.510681,89,1
20210520132051-284480273.723602,20210520132045-100052237.510681,102,1
20210520132052-45649170.8755493,20210520132045-100052237.510681,43,1
20210520132101-300970494.747162,20210520132054-295772850.513458,72,1
20210520132109-401374340.057373,20210520132103-948571085.929871,32,4
20210520132110-278279960.155487,20210520132103-948571085.929871,13,1
20210520132117-646587133.407593,20210520132113-160441517.829895,54,1
20210520132119-410073220.729828,20210520132113-160441517.829895,61,1
20210520132125-326206207.275391,20210520132121-412766814.231873,79,1
20210520132309-261368274.688721,20210520132228-80714643.0015564,26,2
20210520132311-785212218.761444,20210520132228-80714643.0015564,33,4
20210520132312-378902554.512024,20210520132228-80714643.0015564,39,1
20210520132319-631742417.812347,20210520132314-289665043.354034,62,1
20210520132321-627642035.484314,20210520132314-289665043.354034,88,1
20210520132328-561040103.435516,20210520132323-428456366.062164,54,1
20210520132330-694485306.739807,20210520132323-428456366.062164,69,1
20210520132337-22629201.4122009,20210520132333-913717567.920685,37,1
20210520132338-543360590.934753,20210520132333-913717567.920685,42,1
20210520132340-916163980.960846,20210520132333-913717567.920685,7,2
20210520133349-331694424.152374,20210520133307-210368633.270264,14,1
20210520133351-128249883.651733,20210520133307-210368633.270264,3,2
20210520133352-241219.997406006,20210520133307-210368633.270264,29,1
20210520133403-544013977.050781,20210520133356-536794066.429138,27,1
20210520133410-191922485.8284,20210520133405-827411830.425262,30,1
20210520133411-678913354.873657,20210520133405-827411830.425262,23,1
20210520133412-454207837.581635,20210520133405-827411830.425262,51,1
20210520133420-704395771.026611,20210520133415-357023119.926453,42,1
20210520133427-89641392.2309875,20210520133423-928785979.747772,76,1
20210520133430-757729291.915894,20210520133423-928785979.747772,32,1
20210520133436-492165625.095367,20210520133432-401842057.704926,28,1
20210520133437-207627296.447754,20210520133432-401842057.704926,19,1
20210520133619-272946834.564209,20210520133527-927616536.617279,78,1
20210520133621-872546851.634979,20210520133527-927616536.617279,69,1
20210520133631-673646688.461304,20210520133625-750687718.391418,17,2
20210520133639-30950605.8692932,20210520133634-256628930.568695,76,1
20210520133652-297258019.447327,20210520133644-322717666.625977,42,1
20210520133655-235282242.298126,20210520133644-322717666.625977,50,1
20210520133700-480474710.464478,20210520133644-322717666.625977,17,1
20210520133707-254601895.809174,20210520133634-256628930.568695,53,1
20210520133709-340606570.243835,20210520133634-256628930.568695,84,1
20210520133720-206017196.178436,20210520133712-44933855.5335999,84,1
20210520133721-864534497.261047,20210520133712-44933855.5335999,47,2
20210520133737-927883088.588715,20210520133730-588628590.106964,59,1
20210520134008-923445165.157318,20210520133917-410036683.082581,41,1
20210520134009-620209574.699402,20210520133917-410036683.082581,43,1
20210520134011-347726404.666901,20210520133917-410036683.082581,57,1
20210520134659-219409108.161926,20210520134017-149245738.983154,37,1
20210520134702-993731319.904327,20210520134017-149245738.983154,22,1
20210520134703-130420446.395874,20210520134017-149245738.983154,13,1
20210520134712-547668516.635895,20210520134706-28885781.7649841,59,1
20210520134714-922954559.326172,20210520134706-28885781.7649841,72,1
20210520134724-847245514.392853,20210520134717-538246333.599091,29,4
20210520134736-721895098.686218,20210520134727-826225519.180298,68,1
20210520134958-543177008.628845,20210520134912-695281803.607941,8,2
20210520134959-814663946.628571,20210520134912-695281803.607941,41,1
20210520135008-509068131.446838,20210520135003-540913581.848145,64,1
20210520135009-227781593.799591,20210520135003-540913581.848145,52,1
20210520135019-680819392.204285,20210520135011-619187593.460083,26,1
20210520135026-302497565.746307,20210520135022-886600077.152252,48,1
20210520135027-292866826.057434,20210520135022-886600077.152252,65,1
20210520135035-223261773.586273,20210520135029-150311291.217804,24,1
20210520135037-584529280.662537,20210520135029-150311291.217804,33,1
20210520135145-782138705.253601,20210520135111-684062302.112579,34,1
20210520135146-161743700.504303,20210520135111-684062302.112579,47,1
20210520135155-956762433.052063,20210520135150-807779788.970947,16,1
20210520135156-65851032.7339172,20210520135150-807779788.970947,9,2
20210520135202-379604697.227478,20210520135158-61522245.4071045,43,1
20210520135209-115470111.370087,20210520135204-463584005.832672,52,1
20210520135216-714816331.863403,20210520135212-173773407.936096,37,1
20210520143033-517255842.685699,20210520142947-281503438.949585,21,1
20210520143034-965364456.176758,20210520142947-281503438.949585,39,1
20210520143035-557501018.047333,20210520142947-281503438.949585,74,1
20210520143042-441114664.077759,20210520143038-909204125.404358,17,4
20210520143048-756092607.975006,20210520143044-692994534.96933,44,1
20210520143244-518015921.115875,20210520143204-326143980.026245,28,1
20210520143245-757029533.38623,20210520143204-326143980.026245,36,1
20210520143246-800669848.918915,20210520143204-326143980.026245,54,1
20210520143259-804267168.045044,20210520143248-325205445.289612,53,1
20210520143301-674826085.567474,20210520143248-325205445.289612,45,1
20210520143302-905129313.468933,20210520143248-325205445.289612,39,1
20210520143309-123082816.6008,20210520143305-875779688.358307,11,4
20210520150515-106133759.021759,20210520145311-167762815.952301,7,4
20210520150516-276123285.293579,20210520145311-167762815.952301,12,1
20210520150517-643046796.321869,20210520145311-167762815.952301,31,1
20210520150524-187775135.040283,20210520150519-849099993.70575,15,1
20210520150525-896616637.706757,20210520150519-849099993.70575,38,1
20210520150526-372814297.676086,20210520150519-849099993.70575,46,1
20210520150533-218000352.38266,20210520150528-323554813.861847,36,1
20210520150534-446993231.773376,20210520150528-323554813.861847,42,1
20210520150541-610432803.630829,20210520150537-236027777.194977,17,4
20210520150548-860589265.823364,20210520150544-374432206.15387,23,9
20210520150728-178693532.943726,20210520150638-868453681.468964,28,1
20210520150730-346957147.121429,20210520150638-868453681.468964,18,1
20210520150731-2505660.05706787,20210520150638-868453681.468964,33,1
20210520150737-278589427.471161,20210520150733-742342054.843903,12,1
20210520150739-702970147.132874,20210520150733-742342054.843903,37,1
20210520150741-404864609.241486,20210520150733-742342054.843903,44,1
20210520150748-437663912.773132,20210520150744-811571359.634399,29,1
20210520150755-339375197.887421,20210520150750-77980577.9457092,53,1
20210520150918-939971148.967743,20210520150839-592991232.872009,13,1
20210520150919-114332795.143127,20210520150839-592991232.872009,24,1
20210520150927-598856389.522552,20210520150922-984253227.710724,32,1
20210520150928-902569651.603699,20210520150922-984253227.710724,22,1
20210520150929-574864923.95401,20210520150922-984253227.710724,51,1
20210520150931-245173931.121826,20210520150922-984253227.710724,65,1
20210520150949-438826382.160187,20210520150933-860162436.962128,12,1
20210520150950-759979009.628296,20210520150933-860162436.962128,23,1
20210520150951-245678842.067719,20210520150933-860162436.962128,8,1
20210520150958-526573181.152344,20210520150955-378606200.218201,17,1
20210520151000-270359218.120575,20210520150955-378606200.218201,20,1
20210520151115-231596648.693085,20210520151038-111432909.965515,16,1
20210520151116-949905514.717102,20210520151038-111432909.965515,12,2
20210520151116-846187412.7388,20210520151038-111432909.965515,8,1
20210520151125-769506812.095642,20210520151118-441216230.392456,14,1
20210520151126-834893286.22818,20210520151118-441216230.392456,37,1
20210520151134-326157212.257385,20210520151128-382569313.049316,9,1
20210520151135-413233101.36795,20210520151128-382569313.049316,13,1
20210520151141-99409937.8585815,20210520151137-152676820.755005,40,1
20210520151143-205047190.189362,20210520151137-152676820.755005,53,1
20210520151144-692517757.415771,20210520151137-152676820.755005,36,1
20210520151541-45352756.9770813,20210520151415-760723590.85083,13,1
20210520151542-414032697.677612,20210520151415-760723590.85083,22,1
20210520151543-862619340.419769,20210520151415-760723590.85083,31,1
20210520151544-790480017.662048,20210520151415-760723590.85083,38,1
20210520151550-871445834.636688,20210520151546-373536169.528961,19,1
20210520151551-56236863.1362915,20210520151546-373536169.528961,7,1
20210520151552-949556648.731232,20210520151546-373536169.528961,12,1
20210520151558-767111659.049988,20210520151554-364018678.665161,24,1
20210520151559-53504526.6151428,20210520151554-364018678.665161,30,1
20210520151605-298165440.559387,20210520151601-592458248.138428,47,1
20210520152651-986093163.490295,20210520152605-829801619.052887,19,1
20210520152653-910964310.16922,20210520152605-829801619.052887,34,1
20210520152654-226866006.851196,20210520152605-829801619.052887,69,1
20210520152701-243931353.092194,20210520152656-695115506.649017,57,1
20210520152707-999414563.179016,20210520152703-533873081.207275,13,4
20210520152709-676175892.353058,20210520152703-533873081.207275,17,1
20210520152710-15703916.5496826,20210520152703-533873081.207275,32,1
20210520152818-382010698.318481,20210520152744-284480273.723602,20,1
20210520152819-300970494.747162,20210520152744-284480273.723602,16,1
20210520152820-948571085.929871,20210520152744-284480273.723602,62,1
20210520152837-278279960.155487,20210520152833-979829370.975494,13,1
20210520152838-160441517.829895,20210520152833-979829370.975494,19,1
20210520152840-162821590.900421,20210520152833-979829370.975494,5,1
20210520152846-412766814.231873,20210520152842-646587133.407593,3,1
20210520152846-712730467.319489,20210520152842-646587133.407593,24,1
20210520152848-326206207.275391,20210520152842-646587133.407593,8,1
20210520152849-633178889.751434,20210520152842-646587133.407593,31,1
20210520152855-583359003.067017,20210520152851-207561135.292053,42,1
20210520152856-80714643.0015564,20210520152851-207561135.292053,34,1
20210520154112-631742417.812347,20210520153424-378902554.512024,22,1
20210520154113-627642035.484314,20210520153424-378902554.512024,35,1
20210520154115-428456366.062164,20210520153424-378902554.512024,58,1
20210520154116-97973823.5473633,20210520153424-378902554.512024,69,1
20210520154122-913717567.920685,20210520154119-561040103.435516,29,1
20210520154124-834817171.096802,20210520154119-561040103.435516,17,1
20210520154125-22629201.4122009,20210520154119-561040103.435516,37,1
20210520154150-430261135.101318,20210520154128-543360590.934753,24,1
20210520154154-677947700.023651,20210520154128-543360590.934753,31,1
20210520154202-462980031.967163,20210520154158-502453923.225403,12,1
20210520154204-353472650.051117,20210520154158-502453923.225403,14,1
20210520154658-18758356.5711975,20210520154616-753688097.000122,26,1
20210520154700-210368633.270264,20210520154616-753688097.000122,13,1
20210520154701-73953330.5168152,20210520154616-753688097.000122,28,1
20210520154707-128249883.651733,20210520154703-105452656.745911,48,1
20210520154708-241219.997406006,20210520154703-105452656.745911,39,1
20210520154709-536794066.429138,20210520154703-105452656.745911,57,1
20210520154711-657054960.727692,20210520154703-105452656.745911,9,4
20210520154717-81893563.2705688,20210520154713-544013977.050781,44,1
20210520154719-191922485.8284,20210520154713-544013977.050781,56,1
20210520154726-357023119.926453,20210520154722-678913354.873657,27,1
20210520154727-149981081.485748,20210520154722-678913354.873657,14,1
20210520154948-329735934.734344,20210520154857-461874365.80658,31,1
20210520154949-95429062.8433228,20210520154857-461874365.80658,37,1
20210520154950-589792549.610138,20210520154857-461874365.80658,44,1
20210520154953-169873476.028442,20210520154857-461874365.80658,42,1
20210520154954-927616536.617279,20210520154857-461874365.80658,51,1
20210520154957-97929835.319519,20210520154857-461874365.80658,46,1
20210520154958-443862497.806549,20210520154857-461874365.80658,58,1
20210520155005-750687718.391418,20210520155000-272946834.564209,35,1
20210520155011-256628930.568695,20210520155007-272942364.215851,48,1
20210520155012-89896559.715271,20210520155007-272942364.215851,34,1
20210520155019-790128886.699677,20210520155014-30950605.8692932,15,1
20210520155026-297258019.447327,20210520155014-30950605.8692932,29,1
20210520155402-864534497.261047,20210520155324-44933855.5335999,19,4
20210520155403-588628590.106964,20210520155324-44933855.5335999,41,1
20210520155404-754908323.287964,20210520155324-44933855.5335999,49,1
20210520155405-927883088.588715,20210520155324-44933855.5335999,38,1
20210520155406-331016898.155212,20210520155324-44933855.5335999,55,1
20210520155413-634371936.321259,20210520155408-542941153.049469,24,1
20210520155414-410036683.082581,20210520155408-542941153.049469,23,1
20210520155420-960422813.892365,20210520155324-44933855.5335999,27,1
20210520155421-114623308.181763,20210520155324-44933855.5335999,61,1
20210520155429-347726404.666901,20210520155424-923445165.157318,31,1
20210520155430-149245738.983154,20210520155424-923445165.157318,27,1
20210520155431-479978263.378143,20210520155424-923445165.157318,32,1
20210520155438-130420446.395874,20210520155435-219409108.161926,12,1
20210520155439-28885781.7649841,20210520155435-219409108.161926,19,1
20210520155441-345391631.126404,20210520155435-219409108.161926,6,4
20210520155645-721895098.686218,20210520155604-847245514.392853,31,1
20210520155646-996771395.206451,20210520155604-847245514.392853,40,1
20210520155647-339806079.864502,20210520155604-847245514.392853,56,1
20210520155648-495211303.2341,20210520155604-847245514.392853,25,1
20210520155649-412967801.094055,20210520155604-847245514.392853,42,1
20210520155658-422918260.097504,20210520155654-695281803.607941,57,1
20210520155659-543177008.628845,20210520155654-695281803.607941,49,1
20210520155708-427533328.533173,20210520155703-814663946.628571,16,1
20210520155714-619187593.460083,20210520155710-509068131.446838,38,1
20210520155847-529821157.455444,20210520155810-302497565.746307,27,1
20210520155849-223261773.586273,20210520155810-302497565.746307,29,1
20210520155850-584529280.662537,20210520155810-302497565.746307,63,1
20210520155852-363458693.027496,20210520155810-302497565.746307,59,1
20210520155859-190633416.175842,20210520155855-875974655.151367,26,1
20210520155905-684062302.112579,20210520155855-875974655.151367,18,1
20210520155912-782138705.253601,20210520155908-747415781.021118,30,1
20210520155913-161743700.504303,20210520155908-747415781.021118,20,1
20210520155919-956762433.052063,20210520155916-807779788.970947,57,2
20210520155920-65851032.7339172,20210520155916-807779788.970947,57,2
20210520155921-61522245.4071045,20210520155916-807779788.970947,57,2
20210520155922-793197572.231293,20210520155916-807779788.970947,57,2
20210520160039-533022344.112396,20210520155957-173773407.936096,15,1
20210520160042-561009287.834167,20210520155957-173773407.936096,23,1
20210520160049-746354758.739471,20210520160045-216733515.262604,17,1
20210520160051-752310872.077942,20210520160045-216733515.262604,30,1
20210520160053-398932278.156281,20210520160045-216733515.262604,43,1
20210520160056-903098821.640015,20210520160045-216733515.262604,48,1
20210520160103-634571135.044098,20210520160059-746006906.032562,30,1
20210520160104-713027954.101563,20210520160059-746006906.032562,16,2
20210520160109-401982605.457306,20210520160105-15682399.2729187,24,1
20210520160528-356586277.484894,20210520160446-417599201.202393,42,1
20210520160529-433457136.154175,20210520160446-417599201.202393,4,1
20210520160530-944971024.990082,20210520160446-417599201.202393,45,1
20210520160531-121549963.951111,20210520160446-417599201.202393,70,1
20210520160538-104432284.832001,20210520160534-645951330.661774,12,1
20210520160539-185402512.550354,20210520160534-645951330.661774,19,1
20210520160545-959270894.527435,20210520160541-77684700.4890442,20,1
20210520160801-503371179.103851,20210520160631-378991246.22345,18,4
20210520160810-138732314.109802,20210520160631-378991246.22345,25,4
20210520160817-557501018.047333,20210520160812-517255842.685699,31,1
20210520160818-909204125.404358,20210520160812-517255842.685699,28,1
20210520160819-657256424.427032,20210520160812-517255842.685699,35,1
20210520160820-441114664.077759,20210520160812-517255842.685699,19,1
20210520160821-692994534.96933,20210520160812-517255842.685699,34,1
20210520160827-700514316.558838,20210520160823-64491152.7633667,17,4
20210520160828-497070968.151093,20210520160823-64491152.7633667,29,1
20210520160834-326143980.026245,20210520160830-155435681.343079,23,1
20210520161056-325205445.289612,20210520161007-518015921.115875,17,1
20210520161104-674826085.567474,20210520161059-972729027.271271,43,1
20210520161105-905129313.468933,20210520161059-972729027.271271,37,1
20210520161106-875779688.358307,20210520161059-972729027.271271,30,1
20210520161107-416648387.908936,20210520161059-972729027.271271,58,1
20210520161115-797297298.908234,20210520161110-123082816.6008,27,1
20210520161549-106133759.021759,20210520161508-164234161.376953,32,1
20210520161550-276123285.293579,20210520161508-164234161.376953,29,1
20210520161551-643046796.321869,20210520161508-164234161.376953,44,1
20210520161552-849099993.70575,20210520161508-164234161.376953,35,1
20210520161558-896616637.706757,20210520161554-497969210.147858,28,1
20210520161604-770832777.023315,20210520161600-372814297.676086,36,1
20210520161732-860589265.823364,20210520161641-610432803.630829,21,1
20210520161733-585937917.232513,20210520161641-610432803.630829,33,1
20210520161734-931559443.473816,20210520161641-610432803.630829,42,1
20210520161735-517192423.343658,20210520161641-610432803.630829,39,1
20210520161736-330300807.952881,20210520161641-610432803.630829,58,1
20210520161744-259541332.72171,20210520161739-868453681.468964,19,1
20210520161745-178693532.943726,20210520161739-868453681.468964,23,1
20210520161746-346957147.121429,20210520161739-868453681.468964,51,1
20210520161752-840887069.702148,20210520161748-2505660.05706787,50,1
20210520161753-278589427.471161,20210520161748-2505660.05706787,101,1
20210520161759-811571359.634399,20210520161756-702970147.132874,77,1
20210520161939-798773527.145386,20210520161904-339375197.887421,24,1
20210520161939-151756227.016449,20210520161904-339375197.887421,29,1
20210520161940-592991232.872009,20210520161904-339375197.887421,33,1
20210520161941-956236898.899078,20210520161904-339375197.887421,35,1
20210520161942-243147850.036621,20210520161904-339375197.887421,43,1
20210520161950-984253227.710724,20210520161946-939971148.967743,26,1
20210520161951-632975816.726685,20210520161946-939971148.967743,17,4
20210520161952-598856389.522552,20210520161946-939971148.967743,17,2
20210520161954-902569651.603699,20210520161946-939971148.967743,17,2
20210520162001-574864923.95401,20210520161946-939971148.967743,30,1
20210520162010-245173931.121826,20210520161904-339375197.887421,39,1
20210520162012-860162436.962128,20210520161904-339375197.887421,52,1
20210520162013-74950337.4099731,20210520161904-339375197.887421,49,1
20210520162015-438826382.160187,20210520161904-339375197.887421,12,4
20210520162024-378606200.218201,20210520162020-759979009.628296,29,1
20210520162025-397243559.360504,20210520162020-759979009.628296,34,1
20210520162027-526573181.152344,20210520162020-759979009.628296,38,1
20210520162035-209698975.086212,20210520162030-270359218.120575,18,1
20210520162036-78708887.1002197,20210520162030-270359218.120575,22,1
20210520162156-441216230.392456,20210520162123-231596648.693085,31,1
20210520162156-492006242.275238,20210520162123-231596648.693085,44,1
20210520162157-769506812.095642,20210520162123-231596648.693085,49,1
20210520162200-834893286.22818,20210520162123-231596648.693085,64,1
20210520162202-382569313.049316,20210520162123-231596648.693085,70,1
20210520162211-413233101.36795,20210520162207-195534884.929657,28,1
20210520162212-152676820.755005,20210520162207-195534884.929657,20,4
20210520162213-619831502.437592,20210520162207-195534884.929657,31,1
20210520162220-692517757.415771,20210520162216-99409937.8585815,37,1
20210520162228-991402447.223663,20210520162222-504459083.080292,17,1
20210521085514-949556648.731232,20210521085429-961953163.146973,25,1
20210521085516-364018678.665161,20210521085429-961953163.146973,32,1
20210521085522-53504526.6151428,20210521085518-524868428.707123,37,4
20210521085524-592458248.138428,20210521085518-524868428.707123,43,1
20210521085525-468700110.912323,20210521085518-524868428.707123,17,2
20210521085532-647821187.973022,20210521085527-298165440.559387,15,1
20210521085729-226866006.851196,20210521085652-589163005.35202,18,4
20210521085730-695115506.649017,20210521085652-589163005.35202,23,1
20210521085738-533873081.207275,20210521085733-980003237.724304,28,1
20210521085740-106369674.20578,20210521085733-980003237.724304,37,1
20210521085741-999414563.179016,20210521085733-980003237.724304,41,1
20210521085742-676175892.353058,20210521085733-980003237.724304,45,1
20210521085744-15703916.5496826,20210521085733-980003237.724304,33,1
20210521085750-103022634.983063,20210521085746-575183808.803558,45,1
20210521085751-798884391.784668,20210521085746-575183808.803558,15,1
20210521085758-295772850.513458,20210521085754-284480273.723602,16,1
20210521090112-162821590.900421,20210521090037-401374340.057373,21,1
20210521090113-646587133.407593,20210521090037-401374340.057373,144,2
20210521090147-712730467.319489,20210521090142-410073220.729828,14,2
20210521090155-207561135.292053,20210521090150-326206207.275391,25,1
20210521090156-186013519.763947,20210521090150-326206207.275391,35,1
20210521090157-583359003.067017,20210521090150-326206207.275391,49,1
20210521090158-80714643.0015564,20210521090150-326206207.275391,92,1
20210521090204-261368274.688721,20210521090201-457971453.666687,31,1
20210521090350-97973823.5473633,20210521090304-631742417.812347,23,1
20210521090351-561040103.435516,20210521090304-631742417.812347,27,1
20210521090352-694485306.739807,20210521090304-631742417.812347,34,1
20210521090353-913717567.920685,20210521090304-631742417.812347,46,1
20210521090355-834817171.096802,20210521090304-631742417.812347,18,1
20210521090401-916163980.960846,20210521090357-22629201.4122009,15,1
20210521090402-430261135.101318,20210521090357-22629201.4122009,18,2
20210521090409-513737499.713898,20210521090404-677947700.023651,12,1
20210521090415-404834151.268005,20210521090411-462980031.967163,36,1
20210521090917-489894747.73407,20210521090815-60916244.9836731,32,1
20210521090918-155663073.062897,20210521090815-60916244.9836731,34,1
20210521090921-474459171.295166,20210521090815-60916244.9836731,26,1
20210521090922-257267653.942108,20210521090815-60916244.9836731,40,1
20210521090923-628751873.970032,20210521090815-60916244.9836731,56,1
20210521090932-938545167.446136,20210521090927-542070209.980011,42,1
20210521090934-654499411.582947,20210521090927-542070209.980011,73,1
20210521090943-107375323.77243,20210521090937-506087362.766266,14,1
20210521090945-783995270.729065,20210521090937-506087362.766266,30,2
20210521090946-459640800.952911,20210521090937-506087362.766266,30,2
20210521090953-832730174.064636,20210521090948-753688097.000122,38,1
20210521091045-73953330.5168152,20210521090956-18758356.5711975,69,1
20210521091046-105452656.745911,20210521090956-18758356.5711975,42,1
20210521092514-191922485.8284,20210521092321-544013977.050781,44,1
