,Observation_ID,Event_ID,Species_ID
673,20210528103512-207593619.823456,20210528103512-203582286.834717,20200813140240-941978275.775909
674,20210528103558-528229653.835297,20210528103512-203582286.834717,20200813140240-871533870.697021
675,20210528105428-645570933.818817,20210528105428-950330734.25293,20200813140240-871533870.697021
676,20210528105538-667538344.860077,20210528105538-283014774.32251,20200813140240-941978275.775909
677,20210528105615-761282920.837402,20210528105538-283014774.32251,20200813140240-34356594.0856934
678,20210528105622-268043816.08963,20210528105538-283014774.32251,20200813140240-887522280.216217
679,20210528105631-93152582.6454163,20210528105538-283014774.32251,20200813140240-871533870.697021
680,20210528105640-73371052.7420044,20210528105538-283014774.32251,20200813140240-749775350.093842
681,20210528110822-14017641.544342,20210528110821-774740099.906921,20200813140240-941978275.775909
682,20210528110904-790480017.662048,20210528110821-774740099.906921,20200813140240-887522280.216217
683,20210528110918-56236863.1362915,20210528110821-774740099.906921,20200813140240-871533870.697021
684,20210528110926-767111659.049988,20210528110821-774740099.906921,20200813140240-749775350.093842
685,20210528111042-279342055.32074,20210528111042-263792932.033539,20200813140240-941978275.775909
686,20210528111136-226866006.851196,20210528111042-263792932.033539,20200813140240-887522280.216217
687,20210528111148-243931353.092194,20210528111042-263792932.033539,20200813140240-871533870.697021
688,20210528111154-999414563.179016,20210528111042-263792932.033539,20200813140240-837038218.975067
689,20210528111202-575183808.803558,20210528111042-263792932.033539,20200813140240-34356594.0856934
690,20210528112206-646587133.407593,20210528112206-162821590.900421,20200813140240-61015367.5079346
691,20210528112253-80714643.0015564,20210528112206-162821590.900421,20200813140240-777261734.008789
692,20210528112305-631742417.812347,20210528112206-162821590.900421,20200813140240-941978275.775909
693,20210528112315-561040103.435516,20210528112206-162821590.900421,20200813140240-887522280.216217
694,20210528113531-513737499.713898,20210528113530-502453923.225403,20200813140240-941978275.775909
695,20210528114653-55593490.6005859,20210528113530-502453923.225403,20200813140240-777261734.008789
696,20210528114705-489894747.73407,20210528113530-502453923.225403,20200813140240-61015367.5079346
697,20210528115427-506087362.766266,20210528115427-654499411.582947,20200813140240-941978275.775909
698,20210528115809-596094548.70224,20210528115427-654499411.582947,20200813140240-61015367.5079346
699,20210528115817-105452656.745911,20210528115427-654499411.582947,20200813140240-887522280.216217
700,20210528115823-241219.997406006,20210528115427-654499411.582947,20200813140240-777261734.008789
701,20210528120236-928785979.747772,20210528120235-704395771.026611,20200813140240-61015367.5079346
702,20210528120411-207627296.447754,20210528120235-704395771.026611,20200813140240-777261734.008789
703,20210528120420-97929835.319519,20210528120235-704395771.026611,20200813140240-887522280.216217
704,20210528120427-872546851.634979,20210528120235-704395771.026611,20200813140240-941978275.775909
705,20210528121003-149245738.983154,20210528121003-347726404.666901,20200813140240-871533870.697021
706,20210528121045-130420446.395874,20210528121003-347726404.666901,20200813140240-941978275.775909
707,20210602091854-364018678.665161,20210602091854-949556648.731232,20200813140240-887522280.216217
708,20210602091934-468700110.912323,20210602091854-949556648.731232,20200813140240-941978275.775909
709,20210602092049-589163005.35202,20210602092048-824602127.075195,20200813140240-749775350.093842
710,20210602092301-695115506.649017,20210602092048-824602127.075195,20200813140240-34356594.0856934
711,20210602092312-533873081.207275,20210602092048-824602127.075195,20200813140240-887522280.216217
712,20210602092320-15703916.5496826,20210602092048-824602127.075195,20200813140240-941978275.775909
713,20210602092335-295772850.513458,20210602092048-824602127.075195,20200813140240-871533870.697021
714,20210602141308-326206207.275391,20210602141308-712730467.319489,20200813140240-887522280.216217
715,20210602141441-905729830.265045,20210602141308-712730467.319489,20200813140240-749775350.093842
716,20210602141506-378902554.512024,20210602141308-712730467.319489,20200813140240-871533870.697021
717,20210602141529-428456366.062164,20210602141308-712730467.319489,20200813140240-941978275.775909
718,20210602142641-298165440.559387,20210602142641-468700110.912323,20200813140240-887522280.216217
719,20210602142811-824602127.075195,20210602142641-468700110.912323,20200813140240-61015367.5079346
720,20210602143046-106369674.20578,20210602142641-468700110.912323,20200813140240-816770374.774933
721,20210602143059-15703916.5496826,20210602142641-468700110.912323,20200813140240-941978275.775909
722,20210602143115-798884391.784668,20210602142641-468700110.912323,20200813140240-777261734.008789
723,20210602143259-410073220.729828,20210602143258-646587133.407593,20200813140240-941978275.775909
724,20210602143346-186013519.763947,20210602143258-646587133.407593,20200813140240-887522280.216217
725,20210602143356-261368274.688721,20210602143258-646587133.407593,20200813140240-777261734.008789
726,20210602143408-631742417.812347,20210602143258-646587133.407593,20200813140240-61015367.5079346
727,20210602143434-561040103.435516,20210602143258-646587133.407593,20200813140240-871533870.697021
728,20210602143442-834817171.096802,20210602143258-646587133.407593,20200813140240-641774833.202362
729,20210602150359-709037899.971008,20210602150359-814490020.275116,20200813140240-777261734.008789
730,20210602150514-949556648.731232,20210602150359-814490020.275116,20200813140240-61015367.5079346
731,20210602150526-298165440.559387,20210602150359-814490020.275116,20200813140240-941978275.775909
732,20210602151033-986093163.490295,20210602151033-589163005.35202,20200813140240-887522280.216217
733,20210602151143-243931353.092194,20210602151033-589163005.35202,20200813140240-777261734.008789
734,20210602151210-100052237.510681,20210602151033-589163005.35202,20200813140240-61015367.5079346
735,20210602151244-300970494.747162,20210602151033-589163005.35202,20200813140240-941978275.775909
736,20210602151503-412766814.231873,20210602151502-410073220.729828,20200813140240-61015367.5079346
737,20210602152538-80714643.0015564,20210602151502-410073220.729828,20200813140240-777261734.008789
738,20210602152632-97973823.5473633,20210602152632-428456366.062164,20200813140240-777261734.008789
739,20210602152728-677947700.023651,20210602152632-428456366.062164,20200813140240-61015367.5079346
740,20210602152744-55593490.6005859,20210602152632-428456366.062164,20200813140240-941978275.775909
741,20210602153616-155663073.062897,20210602153616-489894747.73407,20200813140240-941978275.775909
742,20210602154206-938545167.446136,20210602153616-489894747.73407,20200813140240-777261734.008789
743,20210602154219-753688097.000122,20210602153616-489894747.73407,20200813140240-61015367.5079346
744,20210602154238-105452656.745911,20210602153616-489894747.73407,20200813140240-887522280.216217
745,20210602154320-827411830.425262,20210602154320-544013977.050781,20200813140240-777261734.008789
746,20210602154421-757729291.915894,20210602154320-544013977.050781,20200813140240-941978275.775909
747,20210602154430-207627296.447754,20210602154320-544013977.050781,20200813140240-61015367.5079346
748,20210602154550-322717666.625977,20210602154550-30950605.8692932,20200813140240-777261734.008789
749,20210602155446-206017196.178436,20210602154550-30950605.8692932,20200813140240-61015367.5079346
750,20210602161324-479978263.378143,20210602161324-149245738.983154,20200813140240-941978275.775909
751,20210602161434-28885781.7649841,20210602161324-149245738.983154,20200813140240-777261734.008789
752,20210602161447-826225519.180298,20210602161324-149245738.983154,20200813140240-61015367.5079346
753,20210602161505-495211303.2341,20210602161324-149245738.983154,20200813140240-887522280.216217
754,20210602161916-579518616.199493,20210602161636-814663946.628571,20200813140240-777261734.008789
755,20210602161958-45352756.9770813,20210602161636-814663946.628571,20200813140240-61015367.5079346
756,20210602162014-56236863.1362915,20210602161636-814663946.628571,20200813140240-941978275.775909
757,20210602162021-524868428.707123,20210602161636-814663946.628571,20200813140240-887522280.216217
758,20210604091402-373536169.528961,20210604091401-790480017.662048,20200813140240-777261734.008789
759,20210604091456-468700110.912323,20210604091401-790480017.662048,20200813140240-61015367.5079346
760,20210604091511-824602127.075195,20210604091401-790480017.662048,20200813140240-941978275.775909
761,20210604091523-226866006.851196,20210604091401-790480017.662048,20200813140240-887522280.216217
762,20210604091721-575183808.803558,20210604091721-15703916.5496826,20200813140240-61015367.5079346
763,20210604091901-948571085.929871,20210604091721-15703916.5496826,20200813140240-941978275.775909
764,20210604091910-278279960.155487,20210604091721-15703916.5496826,20200813140240-887522280.216217
765,20210604091925-326206207.275391,20210604091721-15703916.5496826,20200813140240-777261734.008789
766,20210604092153-631742417.812347,20210604092153-919377088.546753,20200813140240-61015367.5079346
767,20210604092332-22629201.4122009,20210604092153-919377088.546753,20200813140240-777261734.008789
768,20210604092349-353472650.051117,20210604092153-919377088.546753,20200813140240-941978275.775909
769,20210604092402-243845164.775848,20210604092153-919377088.546753,20200813140240-887522280.216217
770,20210604092524-257267653.942108,20210604092524-474459171.295166,20200813140240-777261734.008789
771,20210604092753-654499411.582947,20210604092524-474459171.295166,20200813140240-887522280.216217
772,20210604092809-783995270.729065,20210604092524-474459171.295166,20200813140240-941978275.775909
773,20210604092816-596094548.70224,20210604092524-474459171.295166,20200813140240-61015367.5079346
774,20210604093026-536794066.429138,20210604093026-241219.997406006,20200813140240-777261734.008789
775,20210604093109-704395771.026611,20210604093026-241219.997406006,20200813140240-887522280.216217
776,20210604093118-757729291.915894,20210604093026-241219.997406006,20200813140240-61015367.5079346
777,20210604093133-589792549.610138,20210604093026-241219.997406006,20200813140240-941978275.775909
778,20210604093342-272942364.215851,20210604093341-750687718.391418,20200813140240-941978275.775909
779,20210604094206-322717666.625977,20210604093341-750687718.391418,20200813140240-777261734.008789
780,20210604094244-588628590.106964,20210604093341-750687718.391418,20200813140240-61015367.5079346
781,20210604094347-620209574.699402,20210604094346-923445165.157318,20200813140240-941978275.775909
782,20210604094427-28885781.7649841,20210604094346-923445165.157318,20200813140240-61015367.5079346
783,20210604094434-538246333.599091,20210604094346-923445165.157318,20200813140240-777261734.008789
784,20210604094550-179089307.785034,20210604094549-695281803.607941,20200813140240-941978275.775909
785,20210604094642-619187593.460083,20210604094549-695281803.607941,20200813140240-777261734.008789
786,20210604094653-292866826.057434,20210604094549-695281803.607941,20200813140240-61015367.5079346
787,20210604094837-782138705.253601,20210604094837-613934934.139252,20200813140240-941978275.775909
788,20210604094955-65851032.7339172,20210604094837-613934934.139252,20200813140240-61015367.5079346
789,20210604095015-714816331.863403,20210604094837-613934934.139252,20200813140240-777261734.008789
790,20210604095036-398932278.156281,20210604094837-613934934.139252,20200813140240-887522280.216217
791,20210617114940-827411830.425262,20210528103512-203582286.834717,20200813140240-749775350.093842
792,20210617115558-357023119.926453,20210528105538-283014774.32251,20200813140240-837038218.975067
793,20210617115608-928785979.747772,20210528105538-283014774.32251,20200813140240-777261734.008789
794,20210617140722-993731319.904327,20210528121003-347726404.666901,20200813140240-749775350.093842
795,20210618144345-760723590.85083,20210520160446-696100771.427155,20200813140240-664291858.673096
796,20210618145742-622696697.711945,20210618145741-298165440.559387,20200813140240-887522280.216217
797,20210618145911-589163005.35202,20210618145741-298165440.559387,20200813140240-61015367.5079346
798,20210618145925-243931353.092194,20210618145741-298165440.559387,20200813140240-777261734.008789
799,20210618145948-103022634.983063,20210618145741-298165440.559387,20200813140240-941978275.775909
800,20210618150109-162821590.900421,20210618150109-160441517.829895,20200813140240-61015367.5079346
801,20210618150246-583359003.067017,20210618150109-160441517.829895,20200813140240-941978275.775909
802,20210618150258-905729830.265045,20210618150109-160441517.829895,20200813140240-777261734.008789
803,20210618150420-430261135.101318,20210618150419-916163980.960846,20200813140240-777261734.008789
804,20210618150525-243845164.775848,20210618150419-916163980.960846,20200813140240-941978275.775909
805,20210618150536-489894747.73407,20210618150419-916163980.960846,20200813140240-61015367.5079346
806,20210618150549-156302213.668823,20210618150419-916163980.960846,20200813140240-887522280.216217
807,20210618150910-579518616.199493,20210618150657-18758356.5711975,20200813140240-34356594.0856934
808,20210618151042-14017641.544342,20210618150657-18758356.5711975,20200813140240-61015367.5079346
809,20210618151057-862619340.419769,20210618150657-18758356.5711975,20200813140240-941978275.775909
810,20210618151106-871445834.636688,20210618150657-18758356.5711975,20200813140240-777261734.008789
811,20210618151207-824602127.075195,20210618151206-829801619.052887,20200813140240-777261734.008789
812,20210618151258-533873081.207275,20210618151206-829801619.052887,20200813140240-887522280.216217
813,20210618151307-15703916.5496826,20210618151206-829801619.052887,20200813140240-61015367.5079346
814,20210618151711-278279960.155487,20210618151710-401374340.057373,20200813140240-777261734.008789
815,20210618151827-326206207.275391,20210618151710-401374340.057373,20200813140240-61015367.5079346
816,20210618151839-457971453.666687,20210618151710-401374340.057373,20200813140240-941978275.775909
817,20210618152057-579518616.199493,20210618151922-97973823.5473633,20200813140240-61015367.5079346
818,20210618152148-790480017.662048,20210618151922-97973823.5473633,20200813140240-777261734.008789
819,20210618152201-364018678.665161,20210618151922-97973823.5473633,20200813140240-941978275.775909
820,20210618152236-824602127.075195,20210618152236-829801619.052887,20200813140240-941978275.775909
821,20210618152340-980003237.724304,20210618152236-829801619.052887,20200813140240-61015367.5079346
822,20210618152355-100052237.510681,20210618152236-829801619.052887,20200813140240-777261734.008789
823,20210618152410-382010698.318481,20210618152236-829801619.052887,20200813140240-887522280.216217
824,20210618152502-326206207.275391,20210618152502-712730467.319489,20200813140240-777261734.008789
825,20210618152555-261368274.688721,20210618152502-712730467.319489,20200813140240-61015367.5079346
826,20210618152613-97973823.5473633,20210618152502-712730467.319489,20200813140240-941978275.775909
827,20210618152648-462980031.967163,20210618152647-513737499.713898,20200813140240-61015367.5079346
828,20210618152921-533424019.813538,20210618152647-513737499.713898,20200813140240-941978275.775909
829,20210618152930-774740099.906921,20210618152647-513737499.713898,20200813140240-777261734.008789
830,20210618152948-790480017.662048,20210618152647-513737499.713898,20200813140240-887522280.216217
831,20210618153044-468700110.912323,20210618153043-592458248.138428,20200813140240-777261734.008789
832,20210618153138-589163005.35202,20210618153043-592458248.138428,20200813140240-61015367.5079346
833,20210618153151-243931353.092194,20210618153043-592458248.138428,20200813140240-887522280.216217
834,20210618153201-15703916.5496826,20210618153043-592458248.138428,20200813140240-941978275.775909
835,20210618153305-401374340.057373,20210618153304-979829370.975494,20200813140240-34356594.0856934
836,20210618153353-646587133.407593,20210618153304-979829370.975494,20200813140240-777261734.008789
837,20210618153405-207561135.292053,20210618153304-979829370.975494,20200813140240-941978275.775909
838,20210618153414-80714643.0015564,20210618153304-979829370.975494,20200813140240-871533870.697021
839,20210618153421-261368274.688721,20210618153304-979829370.975494,20200813140240-61015367.5079346
840,20210618153434-627642035.484314,20210618153304-979829370.975494,20200813140240-887522280.216217
841,20210618153443-694485306.739807,20210618153304-979829370.975494,20200813140240-842469632.62558
842,20210628110314-760723590.85083,20210628110217-774740099.906921,20200813140240-34356594.0856934
843,20210628110418-414032697.677612,20210628110217-774740099.906921,20200813140240-941978275.775909
844,20210628110438-871445834.636688,20210628110217-774740099.906921,20200813140240-887522280.216217
845,20210628110451-364018678.665161,20210628110217-774740099.906921,20200813140240-837038218.975067
846,20210628110517-53504526.6151428,20210628110217-774740099.906921,20200813140240-777261734.008789
847,20210707085027-524868428.707123,20210507152306-533022344.112396,20200813140240-837038218.975067
848,20210707090328-263792932.033539,20210510075031-986093163.490295,20200813140240-837038218.975067
849,20210707090420-910964310.16922,20210510075031-986093163.490295,20200813140240-34356594.0856934
850,20210707090437-980003237.724304,20210510075031-986093163.490295,20200813140240-941978275.775909
851,20210707090930-676175892.353058,20210510075357-948571085.929871,20200813140240-641774833.202362
852,20210707091213-103022634.983063,20210510081021-677947700.023651,20200813140240-941978275.775909
853,20210712142711-910964310.16922,20210507144810-257267653.942108,20200813140240-871533870.697021
854,20210713090337-774740099.906921,20210506133922-948571085.929871,20200813140240-941978275.775909
