,Detection_ID,Observation_ID,Distance,Detection
1664,20210521111314-217656970.024109,20210521111220-835960030.555725,42.0,1
1665,20210521111316-982142031.19278,20210521111220-835960030.555725,18.0,4
1666,20210521111325-522804379.463196,20210521111321-965725421.905518,16.0,1
1667,20210521111327-650928318.500519,20210521111321-965725421.905518,29.0,1
1668,20210521111329-456681013.1073,20210521111321-965725421.905518,46.0,1
1669,20210521111331-156549394.130707,20210521111321-965725421.905518,42.0,1
1670,20210521111334-643064856.529236,20210521111321-965725421.905518,68.0,1
1671,20210521111338-612656652.927399,20210521111321-965725421.905518,37.0,1
1672,20210521111339-853966712.95166,20210521111321-965725421.905518,85.0,1
1673,20210521111340-367280185.222626,20210521111321-965725421.905518,69.0,1
1674,20210521111341-53108811.378479,20210521111321-965725421.905518,56.0,1
1675,20210521111348-374950826.16806,20210521111344-505815804.004669,82.0,1
1676,20210521111355-968358516.693115,20210521111351-451239466.667175,15.0,1
1677,20210521111356-12874305.2482605,20210521111351-451239466.667175,16.0,2
1678,20210521111359-650017857.551575,20210521111351-451239466.667175,6.0,4
1679,20210521111359-614014446.735382,20210521111351-451239466.667175,7.0,4
1680,20210521111508-321715652.942657,20210521111432-981264114.379883,40.0,1
1681,20210521111509-353986978.530884,20210521111432-981264114.379883,35.0,1
1682,20210521111510-235627591.609955,20210521111432-981264114.379883,48.0,1
1683,20210521111511-592841982.841492,20210521111432-981264114.379883,16.0,1
1684,20210521111516-575348556.041718,20210521111513-702290117.740631,56.0,1
1685,20210521111517-576852917.671204,20210521111513-702290117.740631,40.0,1
1686,20210521111519-990735828.876495,20210521111513-702290117.740631,16.0,4
1687,20210521111521-931399106.97937,20210521111513-702290117.740631,16.0,4
1688,20210521111528-769877493.3815,20210521111523-249973237.514496,69.0,1
1689,20210521111529-407694816.589355,20210521111523-249973237.514496,41.0,1
1690,20210521111650-109563529.491425,20210521111559-969412267.208099,56.0,1
1691,20210521111651-650965809.822083,20210521111559-969412267.208099,63.0,1
1692,20210521111652-738123714.923859,20210521111559-969412267.208099,31.0,1
1693,20210521111653-780055761.33728,20210521111559-969412267.208099,58.0,1
1694,20210521111701-499702513.217926,20210521111657-431542336.940765,39.0,1
1695,20210521111702-574665069.580078,20210521111657-431542336.940765,51.0,2
1696,20210521111703-59677302.8373718,20210521111657-431542336.940765,29.0,4
1697,20210521111704-412440896.034241,20210521111657-431542336.940765,18.0,2
1698,20210521111705-118249237.537384,20210521111657-431542336.940765,21.0,4
1699,20210521111713-990732073.783875,20210521111709-146026849.746704,69.0,1
1700,20210521111714-604322969.913483,20210521111709-146026849.746704,50.0,1
1701,20210521111722-470012784.004211,20210521111718-274963855.743408,68.0,1
1702,20210521111731-437391221.523285,20210521111725-63209354.8774719,18.0,1
1703,20210521112221-259430348.873138,20210521111806-343701004.981995,69.0,1
1704,20210521112229-364755153.656006,20210521112223-67332148.5519409,37.0,1
1705,20210521112230-546340644.359589,20210521112223-67332148.5519409,55.0,1
1706,20210521112231-881650090.21759,20210521112223-67332148.5519409,56.0,1
1707,20210521112237-380801141.262054,20210521112233-423023998.737335,19.0,1
1708,20210521112244-145849227.905273,20210521112240-57223677.6351929,70.0,1
1709,20210521112246-144952952.861786,20210521112240-57223677.6351929,56.0,1
1710,20210521112247-760129570.960999,20210521112240-57223677.6351929,48.0,1
1711,20210521112248-264636337.757111,20210521112240-57223677.6351929,51.0,1
1712,20210521112254-692577242.851257,20210521112250-138506174.087524,71.0,1
1713,20210521112411-329349875.450134,20210521112329-524598896.503448,18.0,1
1714,20210521112413-278410971.164703,20210521112329-524598896.503448,63.0,1
1715,20210521112415-682875633.239746,20210521112329-524598896.503448,56.0,1
1716,20210521112416-402037799.358368,20210521112329-524598896.503448,48.0,1
1717,20210521112417-384382843.971252,20210521112329-524598896.503448,22.0,4
1718,20210521112425-151255071.163177,20210521112421-205353081.226349,48.0,1
1719,20210521112431-549159526.824951,20210521112427-401623606.681824,12.0,4
1720,20210521112432-729455649.852753,20210521112427-401623606.681824,20.0,1
1721,20210521112433-123320698.738098,20210521112427-401623606.681824,26.0,1
1722,20210521112440-783429086.208344,20210521112435-324965298.175812,16.0,1
1723,20210521112555-324798047.542572,20210521112519-189117074.012756,56.0,1
1724,20210521112556-979627490.04364,20210521112519-189117074.012756,44.0,1
1725,20210521112601-579042971.134186,20210521112519-189117074.012756,50.0,1
1726,20210521112601-526585102.081299,20210521112519-189117074.012756,18.0,1
1727,20210521112611-31154453.754425,20210521112606-134092986.58371,12.0,1
1728,20210521112613-792565107.345581,20210521112606-134092986.58371,6.0,4
1729,20210521112614-719209611.415863,20210521112606-134092986.58371,16.0,4
1730,20210521112616-244146704.673767,20210521112606-134092986.58371,7.0,4
1731,20210521112622-724007785.320282,20210521112618-942223608.493805,29.0,1
1732,20210521112623-396988511.08551,20210521112618-942223608.493805,40.0,1
1733,20210521112624-231989204.883575,20210521112618-942223608.493805,39.0,1
1734,20210521112630-461745142.936707,20210521112626-602658510.20813,28.0,1
1735,20210521112631-649291574.954987,20210521112626-602658510.20813,35.0,1
1736,20210521112632-766034603.118896,20210521112626-602658510.20813,47.0,1
1737,20210521112633-65158545.9709167,20210521112626-602658510.20813,52.0,1
1738,20210521112634-157227635.383606,20210521112626-602658510.20813,43.0,1
1739,20210521112746-480653405.189514,20210521112710-226125776.767731,39.0,1
1740,20210521112747-231971085.071564,20210521112710-226125776.767731,46.0,1
1741,20210521112748-849783182.144165,20210521112710-226125776.767731,18.0,4
1742,20210521112750-68551480.7701111,20210521112710-226125776.767731,51.0,1
1743,20210521112758-833914279.937744,20210521112753-133132815.361023,56.0,1
1744,20210521112800-823433578.014374,20210521112753-133132815.361023,69.0,1
1745,20210521112802-996660351.753235,20210521112753-133132815.361023,43.0,1
1746,20210521112804-239126026.630402,20210521112753-133132815.361023,50.0,1
1747,20210521112807-662791013.717651,20210521112753-133132815.361023,48.0,1
1748,20210521112814-420733511.447906,20210521112809-626110017.299652,19.0,1
1749,20210521112823-56689262.3901367,20210521112753-133132815.361023,28.0,1
1750,20210521112825-878253161.907196,20210521112753-133132815.361023,72.0,1
1751,20210521112833-607955217.36145,20210521112827-162768006.324768,49.0,1
1752,20210521112833-365324437.618256,20210521112827-162768006.324768,53.0,1
1753,20210521112956-573792397.975922,20210521112918-764620900.154114,56.0,1
1754,20210521112957-445046782.493591,20210521112918-764620900.154114,60.0,1
1755,20210521112957-45578062.5343323,20210521112918-764620900.154114,22.0,1
1756,20210521112959-38600921.6308594,20210521112918-764620900.154114,35.0,1
1757,20210521113001-363182246.685028,20210521112918-764620900.154114,49.0,1
1758,20210521113004-415988564.491272,20210521112918-764620900.154114,40.0,1
1759,20210521113005-365418732.16629,20210521112918-764620900.154114,34.0,1
1760,20210521113011-434343218.803406,20210521113007-631080865.859985,18.0,1
1761,20210521113012-156302034.854889,20210521113007-631080865.859985,23.0,1
1762,20210521113013-970589160.919189,20210521113007-631080865.859985,9.0,4
1763,20210521113022-804763615.131378,20210521113017-274737060.070038,51.0,1
1764,20210521113023-710018873.214722,20210521113017-274737060.070038,21.0,1
1765,20210521113024-252004563.808441,20210521113017-274737060.070038,32.0,1
1766,20210521113024-790293097.496033,20210521113017-274737060.070038,19.0,4
1767,20210521113025-870190680.027008,20210521113017-274737060.070038,22.0,4
1768,20210521113027-983708381.652832,20210521113017-274737060.070038,13.0,4
1769,20210521113036-912946999.073029,20210521113029-271023929.11911,39.0,1
1770,20210521125711-914102613.925934,20210521125624-153524160.385132,38.0,1
1771,20210521125712-833417892.456055,20210521125624-153524160.385132,33.0,1
1772,20210521125718-473719894.886017,20210521125715-777559459.209442,67.0,1
1773,20210521125720-737818002.700806,20210521125715-777559459.209442,88.0,1
1774,20210521125721-564603269.100189,20210521125715-777559459.209442,74.0,1
1775,20210521125722-164508700.370789,20210521125715-777559459.209442,102.0,1
1776,20210521133056-984142661.094666,20210521125814-384317219.257355,34.0,1
1777,20210521133058-446845114.23111,20210521125814-384317219.257355,116.0,4
1778,20210521133100-779135704.040527,20210521125814-384317219.257355,88.0,1
1779,20210521133111-879768669.605255,20210521133102-308570086.956024,83.0,1
1780,20210521133113-579241991.043091,20210521133102-308570086.956024,37.0,1
1781,20210521133114-861620366.573334,20210521133102-308570086.956024,22.0,1
1782,20210521133115-809590220.451355,20210521133102-308570086.956024,16.0,1
1783,20210521133122-50294578.0754089,20210521133118-767865717.411041,20.0,1
1784,20210521133245-539837062.358856,20210521133151-903058409.690857,77.0,1
1785,20210521133247-343055367.469788,20210521133151-903058409.690857,73.0,1
1786,20210521133249-213124573.230743,20210521133151-903058409.690857,121.0,1
1787,20210521133258-604879260.063171,20210521133251-201244592.666626,18.0,1
1788,20210521133259-586100161.075592,20210521133251-201244592.666626,12.0,1
1789,20210521133300-856976032.25708,20210521133251-201244592.666626,31.0,1
1790,20210521133308-634036839.008331,20210521133301-88232696.056366,7.0,4
1791,20210521133310-460480451.583862,20210521133301-88232696.056366,24.0,1
1792,20210521133430-356228291.988373,20210521133356-791649460.792542,70.0,1
1793,20210521133431-585532069.206238,20210521133356-791649460.792542,58.0,1
1794,20210521133432-660743296.146393,20210521133356-791649460.792542,82.0,1
1795,20210521133435-583241939.544678,20210521133356-791649460.792542,43.0,1
1796,20210521133441-59037029.7431946,20210521133438-58849036.693573,37.0,1
1797,20210521133443-151300191.879272,20210521133438-58849036.693573,26.0,2
1798,20210521133509-423368513.584137,20210521133450-315855920.314789,22.0,1
1799,20210521133511-856401443.481445,20210521133450-315855920.314789,7.0,4
1800,20210521133512-56265056.1332703,20210521133450-315855920.314789,3.0,1
1801,20210521133654-262924849.98703,20210521133553-36704897.8805542,62.0,1
1802,20210521133657-842249035.835266,20210521133553-36704897.8805542,53.0,1
1803,20210521133658-210172474.384308,20210521133553-36704897.8805542,89.0,1
1804,20210521133659-226214170.455933,20210521133553-36704897.8805542,130.0,1
1805,20210521133711-506153047.084808,20210521133553-36704897.8805542,83.0,1
1806,20210521133715-619644522.666931,20210521133553-36704897.8805542,26.0,1
1807,20210521133728-942988574.504852,20210521133722-606745779.514313,40.0,1
1808,20210521133730-382624268.531799,20210521133722-606745779.514313,31.0,1
1809,20210521133737-890142858.028412,20210521133733-347347557.544708,13.0,1
1810,20210521133738-493553996.086121,20210521133733-347347557.544708,19.0,1
1811,20210521133739-407380640.506744,20210521133733-347347557.544708,4.0,1
1812,20210521133927-376609861.850739,20210521133835-814128637.313843,22.0,1
1813,20210521133929-147068023.681641,20210521133835-814128637.313843,36.0,1
1814,20210521133930-733093440.532684,20210521133835-814128637.313843,45.0,1
1815,20210521133939-323166131.973267,20210521133933-220317482.948303,63.0,1
1816,20210521133942-423793256.282806,20210521133933-220317482.948303,89.0,1
1817,20210521133943-741235613.822937,20210521133933-220317482.948303,72.0,1
1818,20210521133947-118437349.796295,20210521133933-220317482.948303,104.0,1
1819,20210521133951-435745716.094971,20210521133933-220317482.948303,116.0,1
1820,20210521134004-768974125.385284,20210521133956-824579894.542694,30.0,1
1821,20210521134016-623796820.640564,20210521134006-293949842.453003,74.0,1
1822,20210528093129-278279960.155487,20210528093051-948571085.929871,29.0,1
1823,20210528093130-160441517.829895,20210528093051-948571085.929871,58.0,1
1824,20210528093131-162821590.900421,20210528093051-948571085.929871,87.0,1
1825,20210528093134-646587133.407593,20210528093051-948571085.929871,114.0,1
1826,20210528093145-712730467.319489,20210528093136-410073220.729828,42.0,1
1827,20210528093146-326206207.275391,20210528093136-410073220.729828,5.0,2
1828,20210528093147-633178889.751434,20210528093136-410073220.729828,15.0,1
1829,20210528093155-583359003.067017,20210528093151-207561135.292053,84.0,1
1830,20210528093203-905729830.265045,20210528093158-80714643.0015564,9.0,4
1831,20210528093204-261368274.688721,20210528093158-80714643.0015564,12.0,1
1832,20210528093515-97973823.5473633,20210528093437-631742417.812347,42.0,1
1833,20210528093516-561040103.435516,20210528093437-631742417.812347,33.0,1
1834,20210528093517-694485306.739807,20210528093437-631742417.812347,54.0,1
1835,20210528093518-913717567.920685,20210528093437-631742417.812347,72.0,1
1836,20210528093524-543360590.934753,20210528093520-834817171.096802,24.0,1
1837,20210528093526-916163980.960846,20210528093520-834817171.096802,4.0,4
1838,20210528093527-430261135.101318,20210528093520-834817171.096802,5.0,4
1839,20210528093629-55593490.6005859,20210528093557-353472650.051117,87.0,1
1840,20210528093630-243845164.775848,20210528093557-353472650.051117,64.0,1
1841,20210528093638-390291452.407837,20210528093634-979077935.218811,104.0,1
1842,20210528093639-364995419.979095,20210528093634-979077935.218811,119.0,1
1843,20210528093642-489894747.73407,20210528093634-979077935.218811,47.0,1
1844,20210528093644-155663073.062897,20210528093634-979077935.218811,56.0,1
1845,20210528093654-628751873.970032,20210528093650-474459171.295166,53.0,1
1846,20210528093655-542070209.980011,20210528093650-474459171.295166,38.0,1
1847,20210528093657-156302213.668823,20210528093650-474459171.295166,36.0,1
1848,20210528093703-506087362.766266,20210528093700-938545167.446136,42.0,1
1849,20210528093704-390471458.435059,20210528093700-938545167.446136,42.0,1
1850,20210528093807-210368633.270264,20210528093737-596094548.70224,33.0,1
1851,20210528093808-73953330.5168152,20210528093737-596094548.70224,88.0,1
1852,20210528093809-105452656.745911,20210528093737-596094548.70224,142.0,1
1853,20210528093815-241219.997406006,20210528093812-331694424.152374,20.0,1
1854,20210528093822-544013977.050781,20210528093818-536794066.429138,47.0,1
1855,20210528094125-704395771.026611,20210528094049-454207837.581635,8.0,1
1856,20210528094126-928785979.747772,20210528094049-454207837.581635,38.0,1
1857,20210528094138-757729291.915894,20210528094129-530212521.55304,76.0,1
1858,20210528094139-401842057.704926,20210528094129-530212521.55304,42.0,1
1859,20210528094146-207627296.447754,20210528094141-461874365.80658,12.0,1
1860,20210528094147-329735934.734344,20210528094141-461874365.80658,18.0,1
